representation,repeat,outer_fold,draw,partition,recipient_index,donor_index,recipient_id,donor_id,self_match
tfidf,1,1,16,test,69,45,391,362,False
tfidf,1,1,16,test,74,43,400,358,False
tfidf,1,1,16,test,76,12,402,319,False
tfidf,1,1,16,test,77,98,403,433,False
tfidf,1,1,16,test,78,112,404,451,False
tfidf,1,1,16,test,82,76,413,402,False
tfidf,1,1,16,test,85,89,416,420,False
tfidf,1,1,16,test,89,33,420,346,False
tfidf,1,1,16,test,91,54,423,372,False
tfidf,1,1,16,test,93,69,426,391,False
tfidf,1,1,16,test,98,85,433,416,False
tfidf,1,1,16,test,112,78,451,404,False
tfidf,1,1,16,test,113,136,454,487,False
tfidf,1,1,16,test,124,74,473,400,False
tfidf,1,1,16,test,127,51,476,369,False
tfidf,1,1,16,test,133,82,484,413,False
tfidf,1,1,16,test,136,77,487,403,False
tfidf,1,1,16,test,139,47,490,364,False
tfidf,1,1,16,train,0,4,302,307,False
tfidf,1,1,16,train,1,104,303,441,False
tfidf,1,1,16,train,2,14,304,321,False
tfidf,1,1,16,train,3,106,305,444,False
tfidf,1,1,16,train,4,0,307,302,False
tfidf,1,1,16,train,5,61,310,381,False
tfidf,1,1,16,train,6,81,312,412,False
tfidf,1,1,16,train,7,57,313,376,False
tfidf,1,1,16,train,8,129,315,478,False
tfidf,1,1,16,train,9,24,316,335,False
tfidf,1,1,16,train,10,117,317,458,False
tfidf,1,1,16,train,11,130,318,479,False
tfidf,1,1,16,train,13,11,320,318,False
tfidf,1,1,16,train,14,126,321,475,False
tfidf,1,1,16,train,15,19,322,327,False
tfidf,1,1,16,train,16,1,324,303,False
tfidf,1,1,16,train,17,100,325,436,False
tfidf,1,1,16,train,18,5,326,310,False
tfidf,1,1,16,train,19,50,327,368,False
tfidf,1,1,16,train,20,96,328,429,False
tfidf,1,1,16,train,21,116,330,457,False
tfidf,1,1,16,train,23,92,333,425,False
tfidf,1,1,16,train,24,105,335,443,False
tfidf,1,1,16,train,25,60,336,380,False
tfidf,1,1,16,train,26,65,338,386,False
tfidf,1,1,16,train,27,115,339,456,False
tfidf,1,1,16,train,28,9,340,316,False
tfidf,1,1,16,train,29,28,341,340,False
tfidf,1,1,16,train,30,52,343,370,False
tfidf,1,1,16,train,31,15,344,322,False
tfidf,1,1,16,train,34,111,347,449,False
tfidf,1,1,16,train,35,90,348,422,False
tfidf,1,1,16,train,36,16,350,324,False
tfidf,1,1,16,train,37,67,351,389,False
tfidf,1,1,16,train,38,132,352,483,False
tfidf,1,1,16,train,39,102,353,439,False
tfidf,1,1,16,train,40,134,355,485,False
tfidf,1,1,16,train,41,63,356,383,False
tfidf,1,1,16,train,44,66,360,388,False
tfidf,1,1,16,train,48,6,366,312,False
tfidf,1,1,16,train,49,131,367,482,False
tfidf,1,1,16,train,50,59,368,379,False
tfidf,1,1,16,train,52,39,370,353,False
tfidf,1,1,16,train,53,103,371,440,False
tfidf,1,1,16,train,55,56,374,375,False
tfidf,1,1,16,train,56,72,375,395,False
tfidf,1,1,16,train,57,10,376,317,False
tfidf,1,1,16,train,58,70,377,392,False
tfidf,1,1,16,train,59,107,379,445,False
tfidf,1,1,16,train,60,68,380,390,False
tfidf,1,1,16,train,61,23,381,333,False
tfidf,1,1,16,train,62,41,382,356,False
tfidf,1,1,16,train,63,71,383,393,False
tfidf,1,1,16,train,64,62,385,382,False
tfidf,1,1,16,train,65,109,386,447,False
tfidf,1,1,16,train,66,8,388,315,False
tfidf,1,1,16,train,67,94,389,427,False
tfidf,1,1,16,train,68,38,390,352,False
tfidf,1,1,16,train,70,141,392,492,False
tfidf,1,1,16,train,71,37,393,351,False
tfidf,1,1,16,train,72,20,395,328,False
tfidf,1,1,16,train,73,119,397,463,False
tfidf,1,1,16,train,75,17,401,325,False
tfidf,1,1,16,train,79,95,406,428,False
tfidf,1,1,16,train,80,49,409,367,False
tfidf,1,1,16,train,81,108,412,446,False
tfidf,1,1,16,train,83,44,414,360,False
tfidf,1,1,16,train,84,35,415,348,False
tfidf,1,1,16,train,86,58,417,377,False
tfidf,1,1,16,train,87,79,418,406,False
tfidf,1,1,16,train,88,123,419,472,False
tfidf,1,1,16,train,90,125,422,474,False
tfidf,1,1,16,train,92,86,425,417,False
tfidf,1,1,16,train,94,29,427,341,False
tfidf,1,1,16,train,95,55,428,374,False
tfidf,1,1,16,train,96,73,429,397,False
tfidf,1,1,16,train,97,110,430,448,False
tfidf,1,1,16,train,99,18,434,326,False
tfidf,1,1,16,train,100,80,436,409,False
tfidf,1,1,16,train,101,3,437,305,False
tfidf,1,1,16,train,102,26,439,338,False
tfidf,1,1,16,train,103,30,440,343,False
tfidf,1,1,16,train,104,99,441,434,False
tfidf,1,1,16,train,105,13,443,320,False
tfidf,1,1,16,train,106,122,444,471,False
tfidf,1,1,16,train,107,118,445,459,False
tfidf,1,1,16,train,108,97,446,430,False
tfidf,1,1,16,train,109,7,447,313,False
tfidf,1,1,16,train,110,88,448,419,False
tfidf,1,1,16,train,111,138,449,489,False
tfidf,1,1,16,train,114,87,455,418,False
tfidf,1,1,16,train,115,83,456,414,False
tfidf,1,1,16,train,116,137,457,488,False
tfidf,1,1,16,train,117,121,458,468,False
tfidf,1,1,16,train,118,120,459,464,False
tfidf,1,1,16,train,119,36,463,350,False
tfidf,1,1,16,train,120,75,464,401,False
tfidf,1,1,16,train,121,25,468,336,False
tfidf,1,1,16,train,122,27,471,339,False
tfidf,1,1,16,train,123,40,472,355,False
tfidf,1,1,16,train,125,84,474,415,False
tfidf,1,1,16,train,126,135,475,486,False
tfidf,1,1,16,train,128,64,477,385,False
tfidf,1,1,16,train,129,140,478,491,False
tfidf,1,1,16,train,130,2,479,304,False
tfidf,1,1,16,train,131,31,482,344,False
tfidf,1,1,16,train,132,34,483,347,False
tfidf,1,1,16,train,134,101,485,437,False
tfidf,1,1,16,train,135,48,486,366,False
tfidf,1,1,16,train,137,128,488,477,False
tfidf,1,1,16,train,138,114,489,455,False
tfidf,1,1,16,train,140,21,491,330,False
tfidf,1,1,16,train,141,53,492,371,False
tfidf,1,2,16,test,1,130,303,479,False
tfidf,1,2,16,test,2,103,304,440,False
tfidf,1,2,16,test,5,2,310,304,False
tfidf,1,2,16,test,6,27,312,339,False
tfidf,1,2,16,test,9,5,316,310,False
tfidf,1,2,16,test,16,81,324,412,False
tfidf,1,2,16,test,20,9,328,316,False
tfidf,1,2,16,test,27,75,339,401,False
tfidf,1,2,16,test,39,135,353,486,False
tfidf,1,2,16,test,40,116,355,457,False
tfidf,1,2,16,test,48,105,366,443,False
tfidf,1,2,16,test,56,20,375,328,False
tfidf,1,2,16,test,57,16,376,324,False
tfidf,1,2,16,test,59,1,379,303,False
tfidf,1,2,16,test,61,90,381,422,False
tfidf,1,2,16,test,62,94,382,427,False
tfidf,1,2,16,test,65,59,386,379,False
tfidf,1,2,16,test,68,70,390,392,False
tfidf,1,2,16,test,70,6,392,312,False
tfidf,1,2,16,test,75,48,401,366,False
tfidf,1,2,16,test,81,56,412,375,False
tfidf,1,2,16,test,90,68,422,390,False
tfidf,1,2,16,test,94,62,427,382,False
tfidf,1,2,16,test,103,131,440,482,False
tfidf,1,2,16,test,105,57,443,376,False
tfidf,1,2,16,test,116,40,457,355,False
tfidf,1,2,16,test,130,65,479,386,False
tfidf,1,2,16,test,131,61,482,381,False
tfidf,1,2,16,test,135,39,486,353,False
tfidf,1,2,16,train,0,8,302,315,False
tfidf,1,2,16,train,3,107,305,445,False
tfidf,1,2,16,train,4,19,307,327,False
tfidf,1,2,16,train,7,109,313,447,False
tfidf,1,2,16,train,8,0,315,302,False
tfidf,1,2,16,train,10,67,317,389,False
tfidf,1,2,16,train,11,86,318,417,False
tfidf,1,2,16,train,12,60,319,380,False
tfidf,1,2,16,train,13,129,320,478,False
tfidf,1,2,16,train,14,30,321,343,False
tfidf,1,2,16,train,15,119,322,463,False
tfidf,1,2,16,train,17,132,325,483,False
tfidf,1,2,16,train,18,17,326,325,False
tfidf,1,2,16,train,19,127,327,476,False
tfidf,1,2,16,train,21,25,330,336,False
tfidf,1,2,16,train,22,3,331,305,False
tfidf,1,2,16,train,23,101,333,437,False
tfidf,1,2,16,train,24,10,335,317,False
tfidf,1,2,16,train,25,52,336,370,False
tfidf,1,2,16,train,26,98,338,433,False
tfidf,1,2,16,train,28,118,340,459,False
tfidf,1,2,16,train,29,95,341,428,False
tfidf,1,2,16,train,30,108,343,446,False
tfidf,1,2,16,train,31,66,344,388,False
tfidf,1,2,16,train,32,73,345,397,False
tfidf,1,2,16,train,33,117,346,458,False
tfidf,1,2,16,train,34,14,347,321,False
tfidf,1,2,16,train,35,34,348,347,False
tfidf,1,2,16,train,36,53,350,371,False
tfidf,1,2,16,train,37,21,351,330,False
tfidf,1,2,16,train,38,114,352,455,False
tfidf,1,2,16,train,41,93,356,426,False
tfidf,1,2,16,train,42,22,357,331,False
tfidf,1,2,16,train,43,76,358,402,False
tfidf,1,2,16,train,44,134,360,485,False
tfidf,1,2,16,train,45,104,362,441,False
tfidf,1,2,16,train,46,136,363,487,False
tfidf,1,2,16,train,47,71,364,393,False
tfidf,1,2,16,train,49,74,367,400,False
tfidf,1,2,16,train,50,11,368,318,False
tfidf,1,2,16,train,51,133,369,484,False
tfidf,1,2,16,train,52,64,370,385,False
tfidf,1,2,16,train,53,45,371,362,False
tfidf,1,2,16,train,54,106,372,444,False
tfidf,1,2,16,train,55,58,374,377,False
tfidf,1,2,16,train,58,80,377,409,False
tfidf,1,2,16,train,60,15,380,322,False
tfidf,1,2,16,train,63,78,383,404,False
tfidf,1,2,16,train,64,110,385,448,False
tfidf,1,2,16,train,66,77,388,403,False
tfidf,1,2,16,train,67,29,389,341,False
tfidf,1,2,16,train,69,47,391,364,False
tfidf,1,2,16,train,71,79,393,406,False
tfidf,1,2,16,train,72,69,395,391,False
tfidf,1,2,16,train,73,112,397,451,False
tfidf,1,2,16,train,74,13,400,320,False
tfidf,1,2,16,train,76,96,402,429,False
tfidf,1,2,16,train,77,44,403,360,False
tfidf,1,2,16,train,78,141,404,492,False
tfidf,1,2,16,train,79,43,406,358,False
tfidf,1,2,16,train,80,26,409,338,False
tfidf,1,2,16,train,82,121,413,468,False
tfidf,1,2,16,train,83,23,414,333,False
tfidf,1,2,16,train,84,97,415,430,False
tfidf,1,2,16,train,85,51,416,369,False
tfidf,1,2,16,train,86,111,417,449,False
tfidf,1,2,16,train,87,49,418,367,False
tfidf,1,2,16,train,88,41,419,356,False
tfidf,1,2,16,train,89,63,420,383,False
tfidf,1,2,16,train,91,84,423,415,False
tfidf,1,2,16,train,92,125,425,474,False
tfidf,1,2,16,train,93,126,426,475,False
tfidf,1,2,16,train,95,89,428,420,False
tfidf,1,2,16,train,96,35,429,348,False
tfidf,1,2,16,train,97,55,430,374,False
tfidf,1,2,16,train,98,82,433,413,False
tfidf,1,2,16,train,99,113,434,454,False
tfidf,1,2,16,train,100,24,436,335,False
tfidf,1,2,16,train,101,85,437,416,False
tfidf,1,2,16,train,102,7,439,313,False
tfidf,1,2,16,train,104,32,441,345,False
tfidf,1,2,16,train,106,36,444,350,False
tfidf,1,2,16,train,107,100,445,436,False
tfidf,1,2,16,train,108,18,446,326,False
tfidf,1,2,16,train,109,124,447,473,False
tfidf,1,2,16,train,110,120,448,464,False
tfidf,1,2,16,train,111,99,449,434,False
tfidf,1,2,16,train,112,12,451,319,False
tfidf,1,2,16,train,113,92,454,425,False
tfidf,1,2,16,train,114,139,455,490,False
tfidf,1,2,16,train,115,91,456,423,False
tfidf,1,2,16,train,117,87,458,418,False
tfidf,1,2,16,train,118,138,459,489,False
tfidf,1,2,16,train,119,123,463,472,False
tfidf,1,2,16,train,120,122,464,471,False
tfidf,1,2,16,train,121,42,468,357,False
tfidf,1,2,16,train,122,83,471,414,False
tfidf,1,2,16,train,123,31,472,344,False
tfidf,1,2,16,train,124,33,473,346,False
tfidf,1,2,16,train,125,46,474,363,False
tfidf,1,2,16,train,126,88,475,419,False
tfidf,1,2,16,train,127,137,476,488,False
tfidf,1,2,16,train,128,72,477,395,False
tfidf,1,2,16,train,129,140,478,491,False
tfidf,1,2,16,train,132,4,483,307,False
tfidf,1,2,16,train,133,37,484,351,False
tfidf,1,2,16,train,134,38,485,352,False
tfidf,1,2,16,train,136,102,487,439,False
tfidf,1,2,16,train,137,50,488,368,False
tfidf,1,2,16,train,138,128,489,477,False
tfidf,1,2,16,train,139,115,490,456,False
tfidf,1,2,16,train,140,28,491,340,False
tfidf,1,2,16,train,141,54,492,372,False
tfidf,1,3,16,test,3,7,305,313,False
tfidf,1,3,16,test,4,100,307,436,False
tfidf,1,3,16,test,7,10,313,317,False
tfidf,1,3,16,test,8,97,315,430,False
tfidf,1,3,16,test,10,140,317,491,False
tfidf,1,3,16,test,13,109,320,447,False
tfidf,1,3,16,test,26,125,338,474,False
tfidf,1,3,16,test,31,26,344,338,False
tfidf,1,3,16,test,38,13,352,320,False
tfidf,1,3,16,test,41,3,356,305,False
tfidf,1,3,16,test,49,102,367,439,False
tfidf,1,3,16,test,53,108,371,446,False
tfidf,1,3,16,test,60,63,380,383,False
tfidf,1,3,16,test,63,92,383,425,False
tfidf,1,3,16,test,71,8,393,315,False
tfidf,1,3,16,test,72,49,395,367,False
tfidf,1,3,16,test,73,53,397,371,False
tfidf,1,3,16,test,92,72,425,395,False
tfidf,1,3,16,test,97,138,430,489,False
tfidf,1,3,16,test,100,60,436,380,False
tfidf,1,3,16,test,102,41,439,356,False
tfidf,1,3,16,test,108,73,446,397,False
tfidf,1,3,16,test,109,71,447,393,False
tfidf,1,3,16,test,118,38,459,352,False
tfidf,1,3,16,test,125,126,474,475,False
tfidf,1,3,16,test,126,118,475,459,False
tfidf,1,3,16,test,138,4,489,307,False
tfidf,1,3,16,test,140,31,491,344,False
tfidf,1,3,16,train,0,6,302,312,False
tfidf,1,3,16,train,1,96,303,429,False
tfidf,1,3,16,train,2,19,304,327,False
tfidf,1,3,16,train,5,134,310,485,False
tfidf,1,3,16,train,6,0,312,302,False
tfidf,1,3,16,train,9,68,316,390,False
tfidf,1,3,16,train,11,66,318,388,False
tfidf,1,3,16,train,12,137,319,488,False
tfidf,1,3,16,train,14,130,321,479,False
tfidf,1,3,16,train,15,29,322,341,False
tfidf,1,3,16,train,16,117,324,458,False
tfidf,1,3,16,train,17,131,325,482,False
tfidf,1,3,16,train,18,17,326,325,False
tfidf,1,3,16,train,19,82,327,413,False
tfidf,1,3,16,train,20,24,328,335,False
tfidf,1,3,16,train,21,1,330,303,False
tfidf,1,3,16,train,22,61,331,381,False
tfidf,1,3,16,train,23,9,333,316,False
tfidf,1,3,16,train,24,54,335,372,False
tfidf,1,3,16,train,25,89,336,420,False
tfidf,1,3,16,train,27,64,339,385,False
tfidf,1,3,16,train,28,106,340,444,False
tfidf,1,3,16,train,29,105,341,443,False
tfidf,1,3,16,train,30,107,343,445,False
tfidf,1,3,16,train,32,52,345,370,False
tfidf,1,3,16,train,33,69,346,391,False
tfidf,1,3,16,train,34,136,347,487,False
tfidf,1,3,16,train,35,15,348,322,False
tfidf,1,3,16,train,36,34,350,347,False
tfidf,1,3,16,train,37,115,351,456,False
tfidf,1,3,16,train,39,20,353,328,False
tfidf,1,3,16,train,40,57,355,376,False
tfidf,1,3,16,train,42,90,357,422,False
tfidf,1,3,16,train,43,21,358,330,False
tfidf,1,3,16,train,44,74,360,400,False
tfidf,1,3,16,train,45,133,362,484,False
tfidf,1,3,16,train,46,101,363,437,False
tfidf,1,3,16,train,47,99,364,434,False
tfidf,1,3,16,train,48,116,366,457,False
tfidf,1,3,16,train,50,70,368,392,False
tfidf,1,3,16,train,51,11,369,318,False
tfidf,1,3,16,train,52,132,370,483,False
tfidf,1,3,16,train,54,62,372,382,False
tfidf,1,3,16,train,55,45,374,362,False
tfidf,1,3,16,train,56,103,375,440,False
tfidf,1,3,16,train,57,58,376,377,False
tfidf,1,3,16,train,58,110,377,448,False
tfidf,1,3,16,train,59,16,379,324,False
tfidf,1,3,16,train,61,76,381,402,False
tfidf,1,3,16,train,62,104,382,441,False
tfidf,1,3,16,train,64,75,385,401,False
tfidf,1,3,16,train,65,28,386,340,False
tfidf,1,3,16,train,66,47,388,364,False
tfidf,1,3,16,train,67,77,389,403,False
tfidf,1,3,16,train,68,65,390,386,False
tfidf,1,3,16,train,69,111,391,449,False
tfidf,1,3,16,train,70,14,392,321,False
tfidf,1,3,16,train,74,91,400,423,False
tfidf,1,3,16,train,75,44,401,360,False
tfidf,1,3,16,train,76,141,402,492,False
tfidf,1,3,16,train,77,43,403,358,False
tfidf,1,3,16,train,78,25,404,336,False
tfidf,1,3,16,train,79,120,406,464,False
tfidf,1,3,16,train,80,22,409,331,False
tfidf,1,3,16,train,81,93,412,426,False
tfidf,1,3,16,train,82,51,413,369,False
tfidf,1,3,16,train,83,88,414,419,False
tfidf,1,3,16,train,84,48,415,366,False
tfidf,1,3,16,train,85,40,416,355,False
tfidf,1,3,16,train,86,59,417,379,False
tfidf,1,3,16,train,87,80,418,409,False
tfidf,1,3,16,train,88,124,419,473,False
tfidf,1,3,16,train,89,127,420,476,False
tfidf,1,3,16,train,90,85,422,416,False
tfidf,1,3,16,train,91,35,423,348,False
tfidf,1,3,16,train,93,56,426,375,False
tfidf,1,3,16,train,94,78,427,404,False
tfidf,1,3,16,train,95,112,428,451,False
tfidf,1,3,16,train,96,23,429,333,False
tfidf,1,3,16,train,98,81,433,412,False
tfidf,1,3,16,train,99,5,434,310,False
tfidf,1,3,16,train,101,32,437,345,False
tfidf,1,3,16,train,103,36,440,350,False
tfidf,1,3,16,train,104,95,441,428,False
tfidf,1,3,16,train,105,18,443,326,False
tfidf,1,3,16,train,106,123,444,472,False
tfidf,1,3,16,train,107,119,445,463,False
tfidf,1,3,16,train,110,94,448,427,False
tfidf,1,3,16,train,111,12,449,319,False
tfidf,1,3,16,train,112,87,451,418,False
tfidf,1,3,16,train,113,114,454,455,False
tfidf,1,3,16,train,114,86,455,417,False
tfidf,1,3,16,train,115,83,456,414,False
tfidf,1,3,16,train,116,129,457,478,False
tfidf,1,3,16,train,117,122,458,471,False
tfidf,1,3,16,train,119,121,463,468,False
tfidf,1,3,16,train,120,42,464,357,False
tfidf,1,3,16,train,121,79,468,406,False
tfidf,1,3,16,train,122,30,471,343,False
tfidf,1,3,16,train,123,33,472,346,False
tfidf,1,3,16,train,124,46,473,363,False
tfidf,1,3,16,train,127,84,476,415,False
tfidf,1,3,16,train,128,135,477,486,False
tfidf,1,3,16,train,129,67,478,389,False
tfidf,1,3,16,train,130,139,479,490,False
tfidf,1,3,16,train,131,2,482,304,False
tfidf,1,3,16,train,132,37,483,351,False
tfidf,1,3,16,train,133,39,484,353,False
tfidf,1,3,16,train,134,98,485,433,False
tfidf,1,3,16,train,135,50,486,368,False
tfidf,1,3,16,train,136,128,487,477,False
tfidf,1,3,16,train,137,113,488,454,False
tfidf,1,3,16,train,139,27,490,339,False
tfidf,1,3,16,train,141,55,492,374,False
tfidf,1,4,16,test,11,18,318,326,False
tfidf,1,4,16,test,15,119,322,463,False
tfidf,1,4,16,test,18,24,326,335,False
tfidf,1,4,16,test,19,117,327,458,False
tfidf,1,4,16,test,24,141,335,492,False
tfidf,1,4,16,test,30,123,343,472,False
tfidf,1,4,16,test,34,129,347,478,False
tfidf,1,4,16,test,37,34,351,347,False
tfidf,1,4,16,test,55,30,374,343,False
tfidf,1,4,16,test,58,11,377,318,False
tfidf,1,4,16,test,67,120,389,464,False
tfidf,1,4,16,test,83,122,414,471,False
tfidf,1,4,16,test,84,88,415,419,False
tfidf,1,4,16,test,88,114,419,455,False
tfidf,1,4,16,test,107,19,445,327,False
tfidf,1,4,16,test,110,67,448,389,False
tfidf,1,4,16,test,111,83,449,414,False
tfidf,1,4,16,test,114,110,455,448,False
tfidf,1,4,16,test,117,137,458,488,False
tfidf,1,4,16,test,119,84,463,415,False
tfidf,1,4,16,test,120,58,464,377,False
tfidf,1,4,16,test,122,111,471,449,False
tfidf,1,4,16,test,123,107,472,445,False
tfidf,1,4,16,test,128,55,477,374,False
tfidf,1,4,16,test,129,132,478,483,False
tfidf,1,4,16,test,132,128,483,477,False
tfidf,1,4,16,test,137,15,488,322,False
tfidf,1,4,16,test,141,37,492,351,False
tfidf,1,4,16,train,0,4,302,307,False
tfidf,1,4,16,train,1,92,303,425,False
tfidf,1,4,16,train,2,14,304,321,False
tfidf,1,4,16,train,3,134,305,485,False
tfidf,1,4,16,train,4,0,307,302,False
tfidf,1,4,16,train,5,64,310,385,False
tfidf,1,4,16,train,6,62,312,382,False
tfidf,1,4,16,train,7,138,313,489,False
tfidf,1,4,16,train,8,127,315,476,False
tfidf,1,4,16,train,9,27,316,339,False
tfidf,1,4,16,train,10,109,317,447,False
tfidf,1,4,16,train,12,130,319,479,False
tfidf,1,4,16,train,13,12,320,319,False
tfidf,1,4,16,train,14,76,321,402,False
tfidf,1,4,16,train,16,22,324,331,False
tfidf,1,4,16,train,17,1,325,303,False
tfidf,1,4,16,train,20,57,328,376,False
tfidf,1,4,16,train,21,5,330,310,False
tfidf,1,4,16,train,22,50,331,368,False
tfidf,1,4,16,train,23,85,333,416,False
tfidf,1,4,16,train,25,60,336,380,False
tfidf,1,4,16,train,26,99,338,434,False
tfidf,1,4,16,train,27,98,339,433,False
tfidf,1,4,16,train,28,100,340,436,False
tfidf,1,4,16,train,29,49,341,367,False
tfidf,1,4,16,train,31,65,344,386,False
tfidf,1,4,16,train,32,136,345,487,False
tfidf,1,4,16,train,33,9,346,316,False
tfidf,1,4,16,train,35,32,348,345,False
tfidf,1,4,16,train,36,106,350,444,False
tfidf,1,4,16,train,38,16,352,324,False
tfidf,1,4,16,train,39,53,353,371,False
tfidf,1,4,16,train,40,86,355,417,False
tfidf,1,4,16,train,41,17,356,325,False
tfidf,1,4,16,train,42,68,357,390,False
tfidf,1,4,16,train,43,133,358,484,False
tfidf,1,4,16,train,44,95,360,428,False
tfidf,1,4,16,train,45,94,362,427,False
tfidf,1,4,16,train,46,108,363,446,False
tfidf,1,4,16,train,47,66,364,388,False
tfidf,1,4,16,train,48,6,366,312,False
tfidf,1,4,16,train,49,131,367,482,False
tfidf,1,4,16,train,50,59,368,379,False
tfidf,1,4,16,train,51,43,369,358,False
tfidf,1,4,16,train,52,96,370,429,False
tfidf,1,4,16,train,53,54,371,372,False
tfidf,1,4,16,train,54,101,372,437,False
tfidf,1,4,16,train,56,10,375,317,False
tfidf,1,4,16,train,57,70,376,392,False
tfidf,1,4,16,train,59,97,379,430,False
tfidf,1,4,16,train,60,69,380,391,False
tfidf,1,4,16,train,61,26,381,338,False
tfidf,1,4,16,train,62,45,382,362,False
tfidf,1,4,16,train,63,71,383,393,False
tfidf,1,4,16,train,64,61,385,381,False
tfidf,1,4,16,train,65,102,386,439,False
tfidf,1,4,16,train,66,8,388,315,False
tfidf,1,4,16,train,68,87,390,418,False
tfidf,1,4,16,train,69,42,391,357,False
tfidf,1,4,16,train,70,140,392,491,False
tfidf,1,4,16,train,71,41,393,356,False
tfidf,1,4,16,train,72,23,395,333,False
tfidf,1,4,16,train,73,113,397,454,False
tfidf,1,4,16,train,74,20,400,328,False
tfidf,1,4,16,train,75,89,401,420,False
tfidf,1,4,16,train,76,48,402,366,False
tfidf,1,4,16,train,77,82,403,413,False
tfidf,1,4,16,train,78,46,404,363,False
tfidf,1,4,16,train,79,39,406,353,False
tfidf,1,4,16,train,80,56,409,375,False
tfidf,1,4,16,train,81,74,412,400,False
tfidf,1,4,16,train,82,121,413,468,False
tfidf,1,4,16,train,85,124,416,473,False
tfidf,1,4,16,train,86,79,417,406,False
tfidf,1,4,16,train,87,33,418,346,False
tfidf,1,4,16,train,89,52,420,370,False
tfidf,1,4,16,train,90,72,422,395,False
tfidf,1,4,16,train,91,103,423,440,False
tfidf,1,4,16,train,92,21,425,330,False
tfidf,1,4,16,train,93,75,426,401,False
tfidf,1,4,16,train,94,3,427,305,False
tfidf,1,4,16,train,95,29,428,341,False
tfidf,1,4,16,train,96,35,429,348,False
tfidf,1,4,16,train,97,91,430,423,False
tfidf,1,4,16,train,98,13,433,320,False
tfidf,1,4,16,train,99,118,434,459,False
tfidf,1,4,16,train,100,112,436,451,False
tfidf,1,4,16,train,101,90,437,422,False
tfidf,1,4,16,train,102,7,439,313,False
tfidf,1,4,16,train,103,81,440,412,False
tfidf,1,4,16,train,104,105,441,443,False
tfidf,1,4,16,train,105,80,443,409,False
tfidf,1,4,16,train,106,77,444,403,False
tfidf,1,4,16,train,108,126,446,475,False
tfidf,1,4,16,train,109,116,447,457,False
tfidf,1,4,16,train,112,115,451,456,False
tfidf,1,4,16,train,113,40,454,355,False
tfidf,1,4,16,train,115,73,456,397,False
tfidf,1,4,16,train,116,28,457,340,False
tfidf,1,4,16,train,118,31,459,344,False
tfidf,1,4,16,train,121,44,468,360,False
tfidf,1,4,16,train,124,78,473,404,False
tfidf,1,4,16,train,125,135,474,486,False
tfidf,1,4,16,train,126,63,475,383,False
tfidf,1,4,16,train,127,139,476,490,False
tfidf,1,4,16,train,130,2,479,304,False
tfidf,1,4,16,train,131,36,482,350,False
tfidf,1,4,16,train,133,38,484,352,False
tfidf,1,4,16,train,134,93,485,426,False
tfidf,1,4,16,train,135,47,486,364,False
tfidf,1,4,16,train,136,125,487,474,False
tfidf,1,4,16,train,138,104,489,441,False
tfidf,1,4,16,train,139,25,490,336,False
tfidf,1,4,16,train,140,51,491,369,False
tfidf,1,5,16,test,0,17,302,325,False
tfidf,1,5,16,test,14,95,321,428,False
tfidf,1,5,16,test,17,23,325,333,False
tfidf,1,5,16,test,21,87,330,418,False
tfidf,1,5,16,test,23,134,333,485,False
tfidf,1,5,16,test,25,101,336,437,False
tfidf,1,5,16,test,28,106,340,444,False
tfidf,1,5,16,test,29,28,341,340,False
tfidf,1,5,16,test,35,25,348,336,False
tfidf,1,5,16,test,36,0,350,302,False
tfidf,1,5,16,test,44,96,360,429,False
tfidf,1,5,16,test,50,99,368,434,False
tfidf,1,5,16,test,52,64,370,385,False
tfidf,1,5,16,test,64,86,385,417,False
tfidf,1,5,16,test,66,21,388,330,False
tfidf,1,5,16,test,79,44,406,360,False
tfidf,1,5,16,test,80,50,409,368,False
tfidf,1,5,16,test,86,79,417,406,False
tfidf,1,5,16,test,87,121,418,468,False
tfidf,1,5,16,test,95,52,428,370,False
tfidf,1,5,16,test,96,36,429,350,False
tfidf,1,5,16,test,99,80,434,409,False
tfidf,1,5,16,test,101,66,437,388,False
tfidf,1,5,16,test,104,35,441,348,False
tfidf,1,5,16,test,106,115,444,456,False
tfidf,1,5,16,test,115,104,456,441,False
tfidf,1,5,16,test,121,14,468,321,False
tfidf,1,5,16,test,134,29,485,341,False
tfidf,1,5,16,train,1,5,303,310,False
tfidf,1,5,16,train,2,100,304,436,False
tfidf,1,5,16,train,3,15,305,322,False
tfidf,1,5,16,train,4,136,307,487,False
tfidf,1,5,16,train,5,1,310,303,False
tfidf,1,5,16,train,6,69,312,391,False
tfidf,1,5,16,train,7,67,313,389,False
tfidf,1,5,16,train,8,139,315,490,False
tfidf,1,5,16,train,9,131,316,482,False
tfidf,1,5,16,train,10,30,317,343,False
tfidf,1,5,16,train,11,120,318,464,False
tfidf,1,5,16,train,12,132,319,483,False
tfidf,1,5,16,train,13,12,320,319,False
tfidf,1,5,16,train,15,82,322,413,False
tfidf,1,5,16,train,16,22,324,331,False
tfidf,1,5,16,train,18,2,326,304,False
tfidf,1,5,16,train,19,61,327,381,False
tfidf,1,5,16,train,20,6,328,312,False
tfidf,1,5,16,train,22,55,331,374,False
tfidf,1,5,16,train,24,91,335,423,False
tfidf,1,5,16,train,26,63,338,383,False
